Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2010-2020
Brazil,BRA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,5.15543340344016,5.22962091018118,2.59187576651942,4.12892821915767,-0.142055812093474,-2.94415103269952,-3.12027459749011,0.891446291987592,-1.27795882209897,1.18881873876806,..,..
Brazil,BRA,Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,1469784911895.55,1546649090982.72,1586736313965,1652251517395.92,1649904398085.06,1601328720710.28,1551362867415.64,1565192434172.49,1545189919377.16,1563559426688.27,..,..
Brazil,BRA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1913064323692.53,2269850580778.41,2149650297940.65,2186978330791.28,2164465519440.55,1601328720710.28,1596447912264.4,1832859952856.54,1644502481342.15,1610060574839.78,..,..
Brazil,BRA,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,4.1737294185242,4.2701551196821,1.6792744233441,3.22321391734243,-0.992989745753889,-3.75488815690986,-3.91504545563109,0.0803834111989659,-2.04876098413517,0.431183891080082,..,..
Brazil,BRA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,7509.79709178921,7830.42885802764,7962.19439488957,8218.75510008982,8137.26638539732,7831.53981039641,7522.65225260131,7531.04157899791,7376.67294067725,7408.58567455605,..,..
Brazil,BRA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,9774.81361553017,11492.0682258954,10786.6902920265,10878.5460073405,10674.815313336,7831.53981039641,7743.61781028508,8818.87225458387,7850.80355128928,7628.82844968616,..,..
Brazil,BRA,"Children out of school, primary, female",SE.PRM.UNER.FE,..,410387,100734,..,..,40566,..,..,..,..,..,..
Brazil,BRA,"Children out of school, primary, male",SE.PRM.UNER.MA,..,359073,224251,..,..,62777,..,..,..,..,..,..
Brazil,BRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,66.8926,65.4728,64.053,63.0646,62.0762,61.0878,60.0994,59.111,57.8858,56.6606,..,..
Brazil,BRA,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,3.36431002616882,5.60056018829346,4.49730014801025,5.1853199005127,4.43385982513428,3.18606996536255,4.46414995193481,2.43722009658813,2.35420989990234,..,..
Brazil,BRA,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..,3.56852006912231,5.59808015823364,3.2386999130249,3.35857009887695,4.48376989364624,3.59065008163452,4.80787992477417,3.2838499546051,1.2104400396347,..,..
Brazil,BRA,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..,3.16722989082336,5.60293006896973,5.67806005477905,6.88018989562988,4.38572978973389,2.79314994812012,4.13127994537354,1.60766005516052,3.43145990371704,..,..
Brazil,BRA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,80.2,..,..,..,..,..,..,..,..
Brazil,BRA,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,..,..,..,77.7,..,..,..,..,..,..,..,..
Brazil,BRA,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,4.84000015258789,4.19999980926514,4.6100001335144,4.61999988555908,4.28999996185303,4.19999980926514,3.52999997138977,3.61999988555908,3.44000005722046,3.28999996185303,..,..
Brazil,BRA,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,1.99000000953674,1.6599999666214,1.87000000476837,1.79999995231628,1.64999997615814,1.6599999666214,1.39999997615814,1.47000002861023,1.5,1.45000004768372,..,..
Brazil,BRA,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,94.1575698852539,94.3173980712891,91.3513565063477,94.7193908691406,93.9988098144531,96.0952835083008,96.9617919921875,97.7680969238281,96.9968490600586,..,..,..
Brazil,BRA,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,93.9366226196289,94.1712417602539,92.5086517333984,94.3498229980469,93.8419570922852,96.7785415649414,97.5982284545898,97.729133605957,97.1097564697266,..,..,..
Brazil,BRA,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,86.8707733154297,91.9855194091797,90.5843200683594,90.6901779174805,92.0353088378906,95.6393966674805,95.090690612793,97.350341796875,96.7340774536133,..,..,..
Brazil,BRA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,92.7514801025391,93.884147644043,92.0146102905273,93.7622909545898,93.4343032836914,96.0512619018555,96.6319885253906,97.5223693847656,96.9330520629883,..,..,..
Brazil,BRA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..,..,16.9192790985107,17.5405597686768,18.2920608520508,..,..,..
Brazil,BRA,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..,..,..,..,..,..,13.56130027771,13.6858901977539,14.5473403930664,..,..,..
Brazil,BRA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,15.3451795578003,15.734580039978,16.5433902740479,..,..,..
Brazil,BRA,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,52.0154418945313,54.641529083252,55.8086814880371,57.2568511962891,57.7636184692383,58.9766387939453,59.5223617553711,60.5882606506348,61.55126953125,..,..,..
Brazil,BRA,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,49.0857086181641,52.425048828125,53.3182487487793,54.2600784301758,54.7178611755371,55.9874801635742,56.7080383300781,57.4585418701172,58.2603302001953,..,..,..
Brazil,BRA,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,50.6151885986328,53.5981712341309,54.6340217590332,55.8442993164063,56.3307189941406,57.5709915161133,58.2031097412109,59.1219291687012,60.0145111083984,..,..,..
Brazil,BRA,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,..,76.0072174072266,78.4467468261719,76.7578582763672,77.5086669921875,78.176643371582,79.0865783691406,80.1887435913086,80.8342666625977,..,..,..
Brazil,BRA,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,..,74.8194274902344,76.9600372314453,75.4005508422852,76.2188415527344,76.8755874633789,77.7956771850586,79.0026626586914,79.6368789672852,..,..,..
Brazil,BRA,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,75.4480895996094,77.7455062866211,76.1180801391602,76.9018630981445,77.564826965332,78.4814605712891,79.6330413818359,80.2751235961914,..,..,..
Brazil,BRA,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,12.5146703720093,12.646089553833,13.2493495941162,13.9930000305176,14.7013502120972,15.0609998703003,16.9192790985107,17.5405597686768,18.2920608520508,..,..,..
Brazil,BRA,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,9.97198963165283,10.104229927063,10.5189399719238,11.1046895980835,11.4194803237915,11.8610897064209,13.56130027771,13.6858901977539,14.5473403930664,..,..,..
Brazil,BRA,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,11.2994003295898,11.4495601654053,11.9615001678467,12.6315698623657,13.1573696136475,13.5562496185303,15.3451795578003,15.734580039978,16.5433902740479,..,..,..
